what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1377712402485
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1377712402485
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1377712402485
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1377712402486
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1377712402486
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1377712402487
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1377712402487
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1377712402487
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1377712402488
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1377712402488
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1377712402488
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1377712402489
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1377712402489
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1377712402489
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1377712402490
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1377712402490
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1377712402491
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1377712402491
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1377712402491
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1377712402491
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1377712402492
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1377712402492
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1377712402493
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1377712402493
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1377712402494
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1377712402494
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1377712402495
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1377712402495
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1377712402496
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1377712402497
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1377712402497
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1377712402498
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1377712402498
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1377712402499
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1377712402499
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1377712402500
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1377712402501
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1377712402501
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1377712402501
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1377712402501
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1377712402501
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1377712402502
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1377712402503
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1377712402503
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1377712402504
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1377712402504
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1377712402504
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1377712402505
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1377712402505
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1377712402505
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1377712402506
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1377712402506
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1377712402507
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1377712402507
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1377712402508
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1377712402508
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1377712402508
started,bundle,net.rim.ejde,1.5.2.201204302029,"net.rim.ejde",1377712402509
os,sysinfo,,,"macosx",1377712402511
arch,sysinfo,,,"x86_64",1377712402511
ws,sysinfo,,,"cocoa",1377712402511
locale,sysinfo,,,"en_US",1377712402511
processors,sysinfo,,,"8",1377712402511
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1377712402511
java.runtime.version,sysinfo,,,"1.6.0_51-b11-457-11M4509",1377712402511
java.specification.name,sysinfo,,,"Java Platform API Specification",1377712402511
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1377712402511
java.specification.version,sysinfo,,,"1.6",1377712402511
java.vendor,sysinfo,,,"Apple Inc.",1377712402511
java.version,sysinfo,,,"1.6.0_51",1377712402511
java.vm.info,sysinfo,,,"mixed mode",1377712402511
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1377712402511
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1377712402511
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1377712402511
java.vm.specification.version,sysinfo,,,"1.0",1377712402511
java.vm.vendor,sysinfo,,,"Apple Inc.",1377712402511
java.vm.version,sysinfo,,,"20.51-b01-457",1377712402511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712407805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712410377
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377712413236
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377712413251
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1377712413261
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1377712415341
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1377712415360
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1377712415409
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1377712415409
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1377712415421
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1377712415814
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1377712415814
opened,editor,net.rim.ejde,1.5.2.201204302029,"net.rim.ejde.BlackBerryProjectFormEditor",1377712416959
activated,editor,net.rim.ejde,1.5.2.201204302029,"net.rim.ejde.BlackBerryProjectFormEditor",1377712416970
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1377712418550
activated,editor,net.rim.ejde,1.5.2.201204302029,"net.rim.ejde.BlackBerryProjectFormEditor",1377712424793
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377712427157
activated,editor,net.rim.ejde,1.5.2.201204302029,"net.rim.ejde.BlackBerryProjectFormEditor",1377712430879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712435072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712438676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377712442428
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1377712443975
activated,editor,net.rim.ejde,1.5.2.201204302029,"net.rim.ejde.BlackBerryProjectFormEditor",1377712450375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712455746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712457248
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1377712457364
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1377712457365
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1377712457366
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1377712457396
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1377712457426
activated,perspective,net.rim.ejde,1.5.2.201204302029,"net.rim.ejde.ui.perspective.BlackBerryPerspective",1377712457458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1377712457481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1377712457481
closed,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377712459354
closed,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1377712459358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.closePerspective",1377712459359
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1377712468040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1377712468779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712473689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712475195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712477278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712480988
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1377712481027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712481374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712492311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712492879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712494647
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1377712502075
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1377712503432
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1377712506964
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377712506985
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377712507071
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1377712507474
activated,editor,net.rim.ejde,1.5.2.201204302029,"net.rim.ejde.BlackBerryProjectFormEditor",1377712508681
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377712508682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1377712508699
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1377712511119
closed,editor,net.rim.ejde,1.5.2.201204302029,"net.rim.ejde.BlackBerryProjectFormEditor",1377712511119
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1377712511401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377712513954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377714835530
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377714849536
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377714849610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377717064742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377718884106
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textEnd",1377718950250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1377718974388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1377719011930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377719062497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377719067524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377719068795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377719070251
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1377719072636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1377719073688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1377719074195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1377719077246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377719083274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719121485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719321517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719364159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719383122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719386794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719487622
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1377719493507
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1377719493538
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1377719493573
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1377719493673
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1377719493694
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1377719493810
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1377719493811
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1377719494046
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1377719513858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377719515338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377719515603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377719515898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377719516155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377719516378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377719516570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377719516821
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1377719538442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377719549582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719557933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719560389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719570553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719823493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719824194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719825362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719825703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719828784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377719831617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719833503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719834607
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377719834732
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1377719835469
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1377719835648
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1377719835649
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1377719835665
